Key,Value,Bytes,Stored?,Time to store,Retrieved Value,Retrieved Bytes,Time to get,Correct Key-Value?
test#1,This test should fail due to the special character in the name,62,"NOT STORED
",0.20569491386413574,END ,FOUND,0.014741659164428711,False
test 2,This test should fail due to the space in the name,50,"Unable to process command 
",0.0,An error occurred when parsing server return,process,0.0,False
test3 ,This test should fail due to the space in the name,50,"Unable to process command 
",0.0,An error occurred when parsing server return,process,0.0,False
longtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtest,This test should fail due to the length of the string,53,"NOT STORED
",0.14590048789978027,END ,FOUND,0.9941921234130859,False
exuberantmessy,present voyage limping messy program hello 5 keyboard 5 shape gaming 7 monitor ,79,"STORED
",0.1306459903717041,present voyage limping messy program hello 5 keyboard 5 shape gaming 7 monitor ,79,0.1466672420501709,True
limping,gaming 7 whisper build ,23,"STORED
",0.3316032886505127,gaming 7 whisper build ,23,0.6442224979400635,True
monitorworldvoyage,suit 9 force javascript crowded 6 shape birth network 6 3 voyage keyboard 0 program ,84,"STORED
",0.9169673919677734,suit 9 force javascript crowded 6 shape birth network 6 3 voyage keyboard 0 program ,84,1.012343168258667,True
9,application application space birth space willing hello zipper evaporate suit jelly ,84,"STORED
",0.6194911003112793,application application space birth space willing hello zipper evaporate suit jelly ,84,0.8847806453704834,True
5,8 limping 6 crowded are 2 messy messy present shape crowded whisper ,68,"STORED
",0.033356666564941406,8 limping 6 crowded are 2 messy messy present shape crowded whisper ,68,0.9887633323669434,True
04,crowded exuberant zipper network 8 limping exuberant ,53,"STORED
",0.7190628051757812,crowded exuberant zipper network 8 limping exuberant ,53,0.4475269317626953,True
7suitare,world hello 8 8 willing crowded hello 9 ,40,"STORED
",0.9610342979431152,world hello 8 8 willing crowded hello 9 ,40,0.5471146106719971,True
credit4network,6 zipper imprint space exuberant present 7 present 9 0 ,55,"STORED
",0.1819288730621338,6 zipper imprint space exuberant present 7 present 9 0 ,55,0.22652482986450195,True
forcewilling,let whisper 0 world ,20,"STORED
",0.188032865524292,let whisper 0 world ,20,0.20917677879333496,True
youbirth,how evaporate you evaporate you let whisper javascript messy 9 ,63,"STORED
",0.20759797096252441,how evaporate you evaporate you let whisper javascript messy 9 ,63,0.7135388851165771,True
worldforce,exuberant how voyage 1 whisper gaming 2 birth imprint 4 let ,60,"STORED
",0.1373918056488037,exuberant how voyage 1 whisper gaming 2 birth imprint 4 let ,60,0.048845767974853516,True
willingbirthgaming,zipper voyage voyage gaming limping evaporate messy 4 9 ,56,"STORED
",0.11530184745788574,zipper voyage voyage gaming limping evaporate messy 4 9 ,56,0.26871585845947266,True
