Key,Value,Bytes,Stored?,Time to store,Retrieved Value,Retrieved Bytes,Time to get,Correct Key-Value?
test#1,This test should fail due to the special character in the name,62,"NOT STORED
",0.380077600479126,END ,FOUND,0.718055009841919,False
test 2,This test should fail due to the space in the name,50,"Unable to process command 
",0.0,An error occurred when parsing server return,process,0.0,False
test3 ,This test should fail due to the space in the name,50,"Unable to process command 
",0.0,An error occurred when parsing server return,process,0.0,False
longtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtestlongtest,This test should fail due to the length of the string,53,"NOT STORED
",0.8312678337097168,END ,FOUND,0.5370690822601318,False
how9voyage,gaming present program ,23,"STORED
",0.48590779304504395,gaming present program ,23,0.6702477931976318,True
limping,shape space 0 program crowded world program ,44,"NOT STORED
",0.500537633895874,gaming 7 whisper build ,23,0.27124643325805664,False
messyworldwhisper,credit javascript exuberant ,28,"STORED
",0.8240101337432861,credit javascript exuberant ,28,0.19202280044555664,True
willing0,7 let how jelly 8 suit build 0 program how ,43,"STORED
",0.5210239887237549,7 let how jelly 8 suit build 0 program how ,43,0.6589829921722412,True
javascripthellobirth,build 4 whisper keyboard hello 5 crowded crowded how you whisper how are ,73,"STORED
",0.9162082672119141,build 4 whisper keyboard hello 5 crowded crowded how you whisper how are ,73,0.3222944736480713,True
4areforce,shape space space gaming keyboard 0 evaporate messy evaporate ,62,"STORED
",0.015144824981689453,shape space space gaming keyboard 0 evaporate messy evaporate ,62,0.49360132217407227,True
646,2 0 limping you 4 how force willing 0 build 0 ,46,"STORED
",0.7264885902404785,2 0 limping you 4 how force willing 0 build 0 ,46,0.06594228744506836,True
willing,world 9 javascript 2 keyboard present let world let hello program 5 imprint ,76,"NOT STORED
",0.05509209632873535,messy 9 ,8,0.967637300491333,False
3are,5 9 0 8 imprint space javascript evaporate 0 space network ,59,"STORED
",0.19361567497253418,5 9 0 8 imprint space javascript evaporate 0 space network ,59,1.0148577690124512,True
worldwilling6,imprint voyage messy messy limping 5 ,37,"STORED
",0.8513929843902588,imprint voyage messy messy limping 5 ,37,0.4888145923614502,True
zipper3,force build ,12,"STORED
",0.42531490325927734,force build ,12,0.4632277488708496,True
network0,build zipper shape jelly gaming force javascript keyboard ,58,"STORED
",0.4514429569244385,build zipper shape jelly gaming force javascript keyboard ,58,0.8318920135498047,True
evaporateexuberantgaming,imprint suit ,13,"STORED
",0.2637643814086914,imprint suit ,13,0.1923542022705078,True
birth,4 willing jelly evaporate 3 how ,32,"STORED
",0.5086448192596436,4 willing jelly evaporate 3 how ,32,0.4106576442718506,True
